,Regulation Title,Regulation Content
220,"Điều 221.
Quản lý đất chưa sử dụng","1. Ủy ban nhân dân cấp xã có
trách nhiệm quản lý, bảo vệ đất chưa sử dụng tại địa phương, đăng ký vào hồ sơ
địa chính và báo cáo Ủy ban nhân dân cấp trên trực tiếp về tình hình quản lý,
khai thác quỹ đất chưa sử dụng.
2. Ủy ban nhân dân cấp tỉnh có
trách nhiệm quản lý đất chưa sử dụng tại các đảo chưa giao cho đơn vị hành
chính cấp huyện, cấp xã quản lý."
221,"Điều 222.
Đưa đất chưa sử dụng vào sử dụng","1. Căn cứ vào quy hoạch, kế hoạch
sử dụng đất đã được cơ quan có thẩm quyền phê duyệt, Ủy ban nhân dân các cấp có
kế hoạch đưa đất chưa sử dụng vào sử dụng. 
2. Nhà nước khuyến khích tổ chức,
cá nhân đầu tư để đưa đất chưa sử dụng vào sử dụng theo quy hoạch, kế hoạch sử
dụng đất đã được cơ quan có thẩm quyền phê duyệt.
3. Đối với diện tích đất được
quy hoạch sử dụng vào mục đích nông nghiệp thì ưu tiên giao cho cá nhân cư trú
tại địa phương mà chưa được giao đất hoặc thiếu đất sản xuất.
4. Nhà nước có chính sách đầu tư
cơ sở hạ tầng đối với vùng biên giới, hải đảo, địa bàn có điều kiện kinh tế -
xã hội khó khăn, địa bàn có điều kiện kinh tế - xã hội đặc biệt khó khăn, vùng
nhiều đất nhưng ít dân để thực hiện kế hoạch đưa đất chưa sử dụng vào sử dụng;
có chính sách miễn, giảm tiền sử dụng đất, tiền thuê đất đối với trường hợp
giao đất, cho thuê đất chưa sử dụng để đưa vào sử dụng.
5. Ủy ban nhân dân cấp tỉnh sử dụng
nguồn kinh phí thu được từ nguồn thu khi cho phép chuyển mục đích đất trồng lúa
sang sử dụng vào mục đích khác và nguồn kinh phí hợp pháp khác để phục vụ việc
cải tạo, đưa đất chưa sử dụng vào sử dụng.
Chương
XIV
THỦ TỤC HÀNH CHÍNH VỀ ĐẤT
ĐAI"
222,"Điều 223.
Các thủ tục hành chính về đất đai","1. Các thủ tục hành chính về đất đai bao gồm:
a) Thủ tục thu hồi đất, giao đất, cho thuê đất,
chuyển mục đích sử dụng đất, gia hạn sử dụng đất, điều chỉnh thời hạn sử dụng đất;
b) Thủ tục đăng ký đất đai, tài sản gắn liền với
đất;
c) Thủ tục cấp Giấy chứng nhận quyền sử dụng đất,
quyền sở hữu tài sản gắn liền với đất; thủ tục đính chính, thu hồi, hủy giấy chứng
nhận đã cấp; 
d) Thủ tục thực hiện các quyền của người sử dụng
đất;
đ) Thủ tục tách thửa đất, hợp thửa
đất;
e) Thủ tục cưỡng chế thực hiện quyết định kiểm đếm
bắt buộc, cưỡng chế thực hiện quyết định thu hồi đất;
g) Thủ tục hòa giải tranh chấp đất đai, giải quyết tranh chấp đất đai tại cơ quan hành chính;
h) Thủ tục xử phạt vi phạm hành chính trong lĩnh
vực đất đai;
i) Thủ tục cung cấp thông tin, dữ liệu đất đai;
k) Thủ tục hành
chính khác về đất đai.
2. Chính phủ quy định chi tiết
Điều này."
223,Điều 224. Nguyên tắc thực hiện thủ tục hành chính về đất đai,"1. Bảo đảm sự bình đẳng,
khách quan, công khai, minh bạch và có sự phối hợp chặt chẽ, kịp thời, chính
xác giữa các cơ quan có thẩm quyền trong quá trình giải quyết thủ tục hành
chính.
2. Bảo đảm phương thức thực hiện đơn giản, dễ hiểu,
dễ thực hiện, lồng ghép trong việc giải quyết thủ tục hành chính về đất đai, tiết
kiệm thời gian, chi phí, công sức của tổ chức, cá nhân và cơ quan có thẩm quyền
góp phần cải cách thủ tục hành chính.
3. Tổ chức, cá
nhân yêu cầu thực hiện thủ tục hành chính về đất đai chịu trách nhiệm trước
pháp luật về tính chính xác, trung thực của nội dung kê khai và các giấy tờ
trong hồ sơ đã nộp. 
4. Các thủ tục
hành chính về đất đai được thực hiện bằng hình thức trực tiếp, qua hệ thống bưu
chính hoặc trên môi trường điện tử và có giá trị pháp lý như nhau.

5. Cơ quan giải
quyết thủ tục hành chính về đất đai chịu trách nhiệm thực hiện đúng thẩm quyền
và thời gian theo quy định của pháp luật, không chịu trách nhiệm về những nội
dung trong các văn bản, giấy tờ có trong hồ sơ đã được cơ quan, người có thẩm
quyền khác chấp thuận, thẩm định, phê duyệt hoặc giải quyết trước đó."
224,"Điều 225.
Công bố, công khai thủ tục hành chính về đất đai","1. Thủ tục hành
chính về đất đai sau khi được cơ quan có thẩm quyền phê duyệt phải được công bố
theo quy định của Chính phủ về kiểm soát thủ tục hành chính.
2. Nội dung công khai thủ tục hành chính về đất
đai bao gồm: 
a) Cơ quan có thẩm quyền tiếp nhận hồ sơ và trả
kết quả; cơ quan giải quyết thủ tục hành chính; đối tượng thực hiện thủ tục
hành chính;
b) Thời gian giải quyết đối với từng thủ tục
hành chính;
c) Thành phần, số lượng hồ sơ đối với từng thủ tục
hành chính; 
d) Quy trình và trách nhiệm giải quyết từng thủ
tục hành chính; 
đ) Nghĩa vụ tài chính, phí và lệ phí phải nộp đối
với từng thủ tục hành chính;
e) Nội dung
khác của bộ thủ tục hành chính (nếu có). 
3. Việc công khai về các nội dung quy định tại
khoản 2 Điều này thực hiện bằng hình thức niêm yết thường xuyên tại trụ sở cơ
quan tiếp nhận hồ sơ và trả kết quả; đăng trên Cổng Dịch vụ công quốc gia và cổng
dịch vụ công cấp Bộ, cấp tỉnh, trang thông tin điện tử của Ủy ban nhân dân cấp
huyện, cấp xã."
225,"Điều 226.
Trách nhiệm thực hiện thủ tục hành chính về đất đai","1. Bộ, ngành theo chức năng, nhiệm vụ, quyền hạn
của mình có trách nhiệm phối hợp trong chỉ đạo, hướng dẫn, kiểm tra việc thực
hiện thủ tục hành chính về đất đai, bảo đảm thống nhất giữa thủ tục hành chính
về đất đai với các thủ tục hành chính khác có liên quan.
2. Ủy ban nhân dân các cấp có trách nhiệm chỉ đạo,
hướng dẫn, kiểm tra và tổ chức thực hiện thủ tục hành chính tại địa phương; quy
định việc phối hợp giữa các cơ quan có liên quan ở địa phương để giải quyết thủ
tục hành chính về đất đai và thủ tục hành chính khác có liên quan; tổ chức thực
hiện thủ tục hành chính trên môi trường điện tử.
3. Cơ quan có thẩm quyền giải quyết thủ tục hành
chính về đất đai phải thực hiện đúng trình tự, thủ tục theo quy định và công
khai kết quả giải quyết thủ tục hành chính."
226,"Điều 227.
Trình tự, thủ tục cho phép chuyển mục đích sử dụng đất","Các trường hợp chuyển mục đích sử
dụng đất phải được cơ quan nhà nước có thẩm quyền cho phép quy định của Luật
này được thực hiện theo trình tự, thủ tục như sau:
1. Người sử dụng đất nộp hồ sơ đề
nghị chuyển mục đích sử dụng đất theo quy định.
2. Cơ quan có chức năng quản lý
đất đai kiểm tra các điều kiện chuyển mục đích sử dụng đất. Trường hợp hồ sơ
chưa bảo đảm quy định thì hướng dẫn người sử dụng đất bổ sung hồ sơ và nộp lại
cho cơ quan có chức năng quản lý đất đai.
3. Cơ quan có chức năng quản lý
đất đai có trách nhiệm sau đây:
a) Đối với trường hợp áp dụng
giá đất trong bảng giá đất để tính tiền sử dụng đất, tiền thuê đất thì cơ quan
có chức năng quản lý đất đai lập hồ sơ trình Ủy ban nhân dân cấp có thẩm quyền
ban hành quyết định cho phép chuyển mục đích sử dụng đất, giao đất, cho thuê đất;
b) Đối với trường hợp xác định
giá đất cụ thể để tính tiền sử dụng đất, tiền thuê đất thì cơ quan có chức năng
quản lý đất đai lập hồ sơ trình Ủy ban nhân dân cấp có thẩm quyền ban hành quyết
định cho phép chuyển mục đích sử dụng đất, giao đất, cho thuê đất; tổ chức việc
xác định giá đất, trình cơ quan có thẩm quyền phê duyệt giá đất tính tiền sử dụng
đất, tiền thuê đất.
4. Người sử dụng đất nộp tiền sử
dụng đất, tiền thuê đất theo quy định của pháp luật; trường hợp được giảm tiền
sử dụng đất, tiền thuê đất thì cơ quan thu tiền sử dụng đất, tiền thuê đất thực
hiện giảm tiền sử dụng đất, tiền thuê đất cho người sử dụng đất.
5. Cơ quan có chức năng quản lý
đất đai ký hợp đồng thuê đất đối với trường hợp Nhà nước cho thuê đất; chuyển hồ
sơ đến tổ chức đăng ký đất đai hoặc chi nhánh của tổ chức đăng ký đất đai để thực
hiện việc đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản
gắn liền với đất, cập nhật, chỉnh lý cơ sở dữ liệu đất đai, hồ sơ địa chính và
trao Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất
cho người sử dụng đất.
6. Trường hợp thực hiện nhận
chuyển quyền sử dụng đất và chuyển mục đích sử dụng đất thì được thực hiện thủ
tục đăng ký chuyển quyền sử dụng đất đồng thời với thủ tục chuyển mục đích sử dụng
đất theo quy định của Điều này."
227,"Điều 228.
Trình tự, thủ tục giao đất, cho thuê đất đối với trường hợp giao đất, cho thuê đất
không đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự
án có sử dụng đất và trường hợp giao đất, cho thuê đất thông qua đấu thầu lựa
chọn nhà đầu tư thực hiện dự án có sử dụng đất","Các trường hợp Nhà nước giao đất,
cho thuê đất theo quy định tại Điều 124 và Điều 126 của Luật
này thì thực hiện theo trình tự, thủ tục như sau:
1. Tổ chức, cá nhân nộp hồ sơ đề
nghị giao đất, cho thuê đất;
2. Cơ quan có chức năng quản lý
đất đai có trách nhiệm sau đây:
a) Rà soát, kiểm tra hồ sơ, tổ chức
trích đo, trích lục; trường hợp tổ chức, cá nhân đề nghị giao đất, cho thuê đất
còn thiếu các giấy tờ có liên quan thì hướng dẫn bổ sung giấy tờ;
b) Đối với trường hợp áp dụng
giá đất trong bảng giá đất để tính tiền sử dụng đất, tiền thuê đất thì cơ quan
có chức năng quản lý đất đai lập hồ sơ trình Ủy ban nhân dân cấp có thẩm quyền
ban hành quyết định giao đất, cho thuê đất và trình ký Giấy chứng nhận quyền sử
dụng đất, quyền sở hữu tài sản gắn liền với đất;
c) Đối với trường hợp xác định
giá đất cụ thể để tính tiền sử dụng đất, tiền thuê đất thì cơ quan có chức năng
quản lý đất đai lập hồ sơ trình Ủy ban nhân dân cấp có thẩm quyền ban hành quyết
định giao đất, cho thuê đất; tổ chức việc xác định giá đất, trình cơ quan có thẩm
quyền phê duyệt giá đất tính tiền sử dụng đất, tiền thuê đất và trình ký Giấy
chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất;
3. Người sử dụng đất nộp tiền sử
dụng đất, tiền thuê đất theo quy định của pháp luật; trường hợp được giảm tiền
sử dụng đất, tiền thuê đất thì cơ quan thu tiền sử dụng đất, tiền thuê đất thực
hiện giảm tiền sử dụng đất, tiền thuê đất cho người sử dụng đất;
4. Cơ quan có chức năng quản lý
đất đai chuyển hồ sơ đến tổ chức đăng ký đất đai hoặc chi nhánh của tổ chức
đăng ký đất đai để cập nhật, chỉnh lý cơ sở dữ liệu đất đai, hồ sơ địa chính;
ký hợp đồng thuê đất đối với trường hợp Nhà nước cho thuê đất; tổ chức bàn giao
đất trên thực địa và trao Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản
gắn liền với đất cho người sử dụng đất."
228,"Điều 229.
Trình tự, thủ tục giao đất, cho thuê đất thông qua đấu giá quyền sử dụng đất","1. Việc chuẩn bị tổ chức thực hiện
đấu giá quyền sử dụng đất được thực hiện như sau:
a) Đơn vị đang được giao quản lý
quỹ đất lập phương án đấu giá quyền sử dụng đất trình cơ quan có thẩm quyền phê
duyệt;
b) Đơn vị được giao tổ chức thực
hiện việc đấu giá quyền sử dụng đất có trách nhiệm chuẩn bị hồ sơ của khu đất,
thửa đất đấu giá, gửi đến cơ quan có chức năng quản lý đất đai để trình Ủy ban
nhân dân cấp có thẩm quyền quyết định đấu giá quyền sử dụng đất;
c) Cơ quan có chức năng quản lý
đất đai tổ chức thực hiện việc xác định giá khởi điểm của khu đất, thửa đất đấu
giá, trình Ủy ban nhân dân cấp có thẩm quyền phê duyệt;
d) Căn cứ đề nghị của cơ quan có
chức năng quản lý đất đai, Ủy ban nhân dân cấp có thẩm quyền quyết định đấu giá
quyền sử dụng đất;
đ) Đơn vị được giao tổ chức thực
hiện việc đấu giá quyền sử dụng đất có trách nhiệm tổ chức lựa chọn và ký hợp đồng
thuê đơn vị, tổ chức thực hiện cuộc bán đấu giá quyền sử dụng đất.
2. Đơn vị, tổ chức thực hiện cuộc
bán đấu giá quyền sử dụng đất có trách nhiệm thực hiện cuộc bán đấu giá quyền sử
dụng đất theo quy định của pháp luật về đấu giá tài sản.
3. Việc công nhận kết quả đấu
giá quyền sử dụng đất được thực hiện như sau: 
a) Đơn vị được giao tổ chức thực
hiện việc đấu giá quyền sử dụng đất lập hồ sơ gửi cơ quan có chức năng quản lý
đất đai để trình Ủy ban nhân dân cấp có thẩm quyền ban hành quyết định công nhận
kết quả trúng đấu giá quyền sử dụng đất;
b) Ủy ban nhân dân cấp có thẩm
quyền ký ban hành quyết định công nhận kết quả trúng đấu giá quyền sử dụng đất
đã bán đấu giá thành công để gửi cho cơ quan có chức năng quản lý đất đai, đơn
vị được giao tổ chức thực hiện việc đấu giá quyền sử dụng đất, cơ quan thuế và
người trúng đấu giá quyền sử dụng đất. 
4. Người trúng đấu giá nộp tiền
sử dụng đất, tiền thuê đất theo quy định của pháp luật.
5. Sau khi người trúng đấu giá
hoàn thành việc nộp tiền sử dụng đất, tiền thuê đất, cơ quan có chức năng quản
lý đất đai có trách nhiệm:
a) Trình Ủy ban nhân dân cấp có
thẩm quyền ban hành quyết định giao đất, cho thuê đất và ký Giấy chứng nhận quyền
sử dụng đất, quyền sở hữu tài sản gắn liền với đất;
b) Chuyển hồ sơ đến tổ chức đăng
ký đất đai hoặc chi nhánh của tổ chức đăng ký đất đai để thực hiện cập nhật, chỉnh
lý cơ sở dữ liệu đất đai, hồ sơ địa chính theo quy định; 
c) Ký hợp đồng thuê đất đối với
trường hợp thuê đất.
6. Cơ quan có chức năng quản lý
đất đai chủ trì, phối hợp với đơn vị tổ chức thực hiện việc đấu giá quyền sử dụng
đất và Ủy ban nhân dân cấp xã nơi có đất tổ chức bàn giao đất trên thực địa và
trao Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất
cho người trúng đấu giá quyền sử dụng đất.
Chương XV
GIÁM SÁT, THEO DÕI VÀ
ĐÁNH GIÁ VIỆC QUẢN LÝ, SỬ DỤNG ĐẤT ĐAI; THANH TRA, KIỂM TRA, KIỂM TOÁN; GIẢI
QUYẾT TRANH CHẤP, KHIẾU NẠI, TỐ CÁO VÀ XỬ LÝ VI PHẠM PHÁP LUẬT VỀ ĐẤT ĐAI
Mục 1.
GIÁM SÁT, THEO DÕI VÀ ĐÁNH GIÁ ĐỐI VỚI QUẢN LÝ, SỬ DỤNG ĐẤT ĐAI"
229,"Điều 230.
Giám sát của Quốc hội, Mặt trận Tổ quốc Việt Nam, Hội đồng nhân dân các cấp đối
với việc quản lý, sử dụng đất đai","Quốc hội, Mặt trận Tổ quốc Việt
Nam và các tổ chức thành viên của Mặt trận, Hội đồng nhân dân các cấp thực hiện
quyền giám sát đối với việc quản lý, sử dụng đất đai theo quy định của Hiến pháp, Luật
Hoạt động giám sát của Quốc hội và Hội đồng nhân dân, Luật Mặt trận Tổ quốc Việt Nam và Luật Tổ chức chính quyền địa phương."
230,"Điều 231.
Giám sát của công dân đối với việc quản lý, sử dụng đất đai","1. Công dân tự mình hoặc thông
qua các tổ chức đại diện thực hiện quyền giám sát, phản ánh và yêu cầu, kiến
nghị cơ quan có thẩm quyền xử lý các sai phạm trong quản lý, sử dụng đất đai. 
2. Việc giám sát, phản ánh và
yêu cầu, kiến nghị phải bảo đảm khách quan, trung thực, đúng pháp luật; không
được lợi dụng quyền giám sát để khiếu nại, tố cáo không đúng quy định của pháp
luật, làm mất trật tự xã hội; chịu trách nhiệm trước pháp luật về tính chính
xác các thông tin do mình phản ánh.
3. Nội dung giám sát của công
dân trong quản lý, sử dụng đất đai bao gồm:
a) Việc lập, điều chỉnh, công bố
công khai, thực hiện quy hoạch, kế hoạch sử dụng đất;
b) Việc giao đất, cho thuê đất,
cho phép chuyển mục đích sử dụng đất;
c) Việc thu hồi đất, bồi thường,
hỗ trợ và tái định cư;
d) Việc đăng ký đất đai, tài sản
gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, Giấy chứng
nhận quyền sở hữu nhà ở và quyền sử dụng đất ở, Giấy chứng nhận quyền sở hữu
nhà ở, Giấy chứng nhận quyền sở hữu công trình xây dựng, Giấy chứng nhận quyền
sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất, Giấy chứng nhận
quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất;
đ) Việc thu, miễn, giảm tiền sử
dụng đất, tiền thuê đất, thuế liên quan đến đất đai; định giá đất;
e) Việc thực hiện các thủ tục
hành chính liên quan đến quyền và nghĩa vụ của người sử dụng đất.
4. Hình thức giám sát của công
dân trong quản lý, sử dụng đất đai bao gồm:
a) Trực tiếp thực hiện quyền
giám sát thông qua việc phản ánh, kiến nghị đến các cơ quan, người có thẩm quyền
giải quyết;
b) Gửi đơn kiến nghị đến các tổ
chức đại diện được pháp luật công nhận để các tổ chức này thực hiện việc giám
sát.
5. Cơ quan nhà nước có thẩm quyền
khi nhận được phản ánh, kiến nghị của công dân, tổ chức đại diện cho người dân
có trách nhiệm sau đây:
a) Tổ chức tiếp nhận, phân loại;
kiểm tra, xử lý, trả lời bằng văn bản theo thẩm quyền;
b) Chuyển đơn đến cơ quan nhà nước
có thẩm quyền để giải quyết trong trường hợp không thuộc thẩm quyền;
c) Thông báo kết quả cho tổ chức,
cá nhân đã phản ánh, kiến nghị."
231,"Điều 232. Theo dõi và đánh giá đối với việc quản lý, sử dụng đất đai","1. Theo dõi và
đánh giá đối với việc quản lý, sử dụng đất đai là việc sử dụng các thông tin
trong hoạt động quản lý, sử dụng đất đai, hoạt động giám sát để đánh giá việc thi
hành pháp luật về đất đai; hiệu quả quản lý, sử dụng đất đai; tác động của
chính sách, pháp luật về đất đai đến kinh tế, xã hội và môi trường trên phạm vi
cả nước và các địa phương.
2. Nội dung theo
dõi và đánh giá bao gồm:
a) Việc tổ chức,
triển khai thi hành pháp luật về đất đai đối với cơ quan quản lý nhà nước về đất
đai;
b) Việc chấp hành
pháp luật về đất đai của người sử dụng đất;
c) Hiệu quả quản
lý, sử dụng đất đai; tác động của chính sách, pháp luật về đất đai đến kinh tế,
xã hội và môi trường;
d) Kiểm tra, giám
sát thực tế đối với việc quản lý, sử dụng đất đai.
3. Việc theo dõi
và đánh giá được thực hiện định kỳ hằng năm.
4. Trách nhiệm
theo dõi và đánh giá đối với việc quản lý, sử dụng đất đai được quy định như
sau:
a) Bộ Tài nguyên và Môi trường có trách nhiệm giúp Chính phủ theo dõi
và đánh giá đối với việc quản lý, sử dụng đất đai của các tỉnh, thành phố trực
thuộc Trung ương; việc sử dụng đất đối với các dự án quan trọng quốc gia do Quốc
hội quyết định chủ trương đầu tư, Thủ tướng Chính phủ chấp thuận, quyết định đầu
tư và các dự án có quy mô lớn, sử dụng nhiều diện tích đất;
b) Ủy ban nhân dân cấp tỉnh tổ chức thực hiện theo dõi và đánh giá đối
với việc quản lý, sử dụng đất đai đối với cấp huyện trực thuộc; đánh giá việc
quản lý, sử dụng đất đai trên địa bàn cấp tỉnh;
c) Ủy ban
nhân dân cấp huyện tổ chức thực hiện theo dõi và đánh giá việc quản lý, sử dụng đất đai đối với cấp xã trực
thuộc; đánh giá việc quản lý, sử dụng đất đai trên địa bàn cấp huyện;
d) Ủy ban
nhân dân cấp xã tổ chức thực hiện theo dõi và đánh giá việc quản lý, sử dụng đất đai trên địa bàn cấp xã.
5. Chính phủ quy định
chi tiết Điều này."
232,"Điều 233. Hệ thống theo dõi và đánh giá đối với việc quản lý, sử dụng đất
đai","1. Hệ thống theo
dõi và đánh giá đối với việc quản lý, sử dụng đất đai là một bộ phận của Hệ thống
thông tin quốc gia về đất đai và thông tin khác được thu
thập từ quá trình thi hành pháp luật về đất đai trên phạm vi cả nước, bao gồm:
a) Thông tin về quy hoạch, kế hoạch
sử dụng đất; thống kê, kiểm kê đất đai; giá đất và thuế sử dụng đất; giao đất,
cho thuê đất, thu hồi đất, cho phép chuyển mục đích sử dụng đất, cấp Giấy chứng nhận quyền sử dụng đất, Giấy chứng nhận quyền sở hữu nhà ở
và quyền sử dụng đất ở, Giấy chứng nhận quyền sở hữu nhà ở, Giấy chứng nhận quyền
sở hữu công trình xây dựng, Giấy chứng nhận quyền sử dụng đất, quyền sở
hữu nhà ở và tài sản khác gắn liền với đất, Giấy chứng nhận quyền sử dụng đất,
quyền sở hữu tài sản gắn liền với đất; việc thực hiện các dự án đầu tư có sử dụng
đất; việc chấp hành pháp luật về đất đai; kiểm tra, thanh tra và xử lý vi phạm
về đất đai của các cơ quan hành chính nhà nước;
b) Thông tin về giải quyết tranh
chấp, khiếu nại, tố cáo về đất đai;
c) Thông tin từ quá trình giám
sát việc thực thi pháp luật về đất đai của công dân; Quốc hội và Hội đồng nhân
dân các cấp; Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận;
các tổ chức khác có liên quan;
d) Thông tin cần thiết phải thu
nhận bằng các giải pháp công nghệ gồm chụp ảnh mặt đất từ vệ tinh, máy bay và
phương tiện bay khác; thu nhận bằng điều tra thực địa và phương tiện kỹ thuật
khác;
đ) Thông tin cần thiết từ dữ liệu
điều tra xã hội học về quản lý, sử dụng đất đai.
2. Cơ quan có
chức năng quản lý đất đai có trách nhiệm cập nhật các thông tin
trong Hệ thống theo dõi và đánh giá đối với việc quản lý, sử dụng đất đai vào Hệ
thống thông tin quốc gia về đất đai; quản lý hệ thống theo
dõi và đánh giá; giúp Chính phủ, Ủy ban nhân dân các cấp tổ chức thực hiện theo
dõi và đánh giá việc quản lý, sử dụng đất đai.
3. Hệ thống theo dõi và đánh giá
đối với việc quản lý, sử dụng đất đai được công khai để các tổ chức, cá nhân
tìm hiểu thông tin theo quy định của pháp luật.
Mục 2.
THANH TRA, KIỂM TRA, KIỂM TOÁN, GIẢI QUYẾT TRANH CHẤP, KHIẾU NẠI, TỐ CÁO VỀ ĐẤT
ĐAI"
233,"Điều 234.
Thanh tra, kiểm tra chuyên ngành đất đai, kiểm toán đất đai","1. Thanh tra chuyên ngành đất
đai là hoạt động thanh tra của cơ quan nhà nước có thẩm quyền đối với cơ quan,
tổ chức, cá nhân trong việc chấp hành pháp luật về đất đai, quy
định về chuyên môn, kỹ thuật, quy tắc
quản lý thuộc lĩnh vực đất đai.
2. Kiểm tra chuyên
ngành đất đai là hoạt động được thực hiện thường xuyên, liên tục
của các cơ quan, tổ chức, đơn vị, cá nhân được giao nhiệm vụ quản lý đất đai nhằm
đôn đốc thực hiện chủ trương, chính sách, pháp luật về đất đai; nhiệm vụ của cơ
quan, tổ chức, cá nhân góp phần nâng cao hiệu lực, hiệu quả quản lý nhà nước;
phát hiện, ngăn chặn và xử lý kịp thời các hành vi vi phạm trong quản lý, sử dụng
đất đai.
3. Trách nhiệm chỉ đạo, tổ chức
thực hiện thanh tra, kiểm tra chuyên ngành đất đai được
quy định như sau:
a) Bộ Tài
nguyên và Môi trường chịu trách nhiệm chỉ đạo, tổ chức thực hiện thanh tra, kiểm
tra chuyên ngành đất đai trên phạm vi cả nước;
b) Cơ quan có chức năng quản lý
đất đai cấp tỉnh chịu trách nhiệm tổ chức thực hiện thanh tra, kiểm tra chuyên ngành đất đai;
c) Cơ quan có chức năng quản lý
đất đai cấp huyện chịu trách nhiệm tổ chức kiểm tra chuyên ngành
đất đai.
4. Nội dung thanh tra, kiểm tra
về đất đai bao gồm:
a) Thanh tra, kiểm tra việc chấp
hành pháp luật về đất đai của Ủy ban nhân dân các cấp;
b) Thanh tra, kiểm tra việc chấp
hành pháp luật về đất đai của người sử dụng đất và của tổ chức, cá nhân khác có
liên quan;
c) Thanh tra, kiểm tra việc chấp
hành các quy định về chuyên môn, nghiệp vụ, kỹ thuật, quy tắc quản lý thuộc lĩnh vực đất đai.
5. Thanh tra, kiểm
tra chuyên ngành đất đai có các nhiệm vụ sau đây:
a) Thanh tra, kiểm tra việc chấp
hành pháp luật của cơ quan nhà nước, người sử dụng đất trong việc quản lý, sử dụng
đất đai;
b) Đôn đốc thực hiện chủ trương,
chính sách, pháp luật đất đai; phát hiện, ngăn chặn và xử lý theo thẩm quyền hoặc
kiến nghị cơ quan nhà nước có thẩm quyền xử lý vi phạm pháp luật về đất đai.
6. Nhiệm vụ, quyền hạn của Trưởng
đoàn thanh tra, thanh tra viên, công chức làm công tác thanh tra về đất đai,
quy trình, thủ tục tiến hành thanh tra về đất đai thực hiện theo quy định của
pháp luật về thanh tra.
7. Kiểm toán nhà nước thực hiện
kiểm toán việc quản lý, sử dụng đất đai theo quy định của Luật Kiểm toán nhà nước và quy định khác của
pháp luật có liên quan.
8. Chính phủ quy định chi tiết về
kiểm tra chuyên ngành đất đai."
